Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_m2,RegionGroupe
Sydenham,23 Contursi Dr,3,h,585000.0,S,Prof.,29/07/2017,18.0,3037.0,3.0,2.0,2.0,662.0,232.0,2004.0,Brimbank City Council,-37.70525,144.75699,Western Metropolitan,3640.0,2521.551724137931,north_west_metro
Templestowe Lower,51 Jeffrey St,3,h,1245000.0,S,Barry,29/07/2017,12.4,3107.0,3.0,2.0,2.0,779.0,135.0,1970.0,Manningham City Council,-37.76311,145.10494,Eastern Metropolitan,5420.0,9222.222222222223,south_east_southeast_metro
Templestowe Lower,13 Melaleuca Av,6,h,2000000.0,VB,Barry,29/07/2017,12.4,3107.0,6.0,3.0,2.0,1054.0,235.0,1970.0,Manningham City Council,-37.77404,145.11703,Eastern Metropolitan,5420.0,8510.63829787234,south_east_southeast_metro
Thomastown,2/1 Charles St,2,u,407000.0,S,HAR,29/07/2017,15.3,3074.0,2.0,1.0,1.0,140.0,78.0,2010.0,Whittlesea City Council,-37.68199,145.01744,Northern Metropolitan,7955.0,5217.948717948718,north_west_metro
Thornbury,13 Rayment St,3,h,891000.0,S,Nelson,29/07/2017,7.0,3071.0,3.0,2.0,2.0,199.0,140.0,1999.0,Darebin City Council,-37.75948,144.99615,Northern Metropolitan,8870.0,6364.285714285715,north_west_metro
Tullamarine,1/171 Melrose Dr,3,h,615500.0,S,hockingstuart,29/07/2017,12.9,3043.0,3.0,2.0,1.0,238.0,118.0,2011.0,Brimbank City Council,-37.70322,144.88236,Western Metropolitan,3296.0,5216.1016949152545,north_west_metro
Tullamarine,9/200 Melrose Dr,2,u,300000.0,SP,Jason,29/07/2017,12.9,3043.0,2.0,1.0,1.0,0.0,66.32,1980.0,Brimbank City Council,-37.69815,144.88019,Western Metropolitan,3296.0,4523.522316043426,north_west_metro
Wantirna South,11 Kirrum Cl,5,h,1310000.0,S,Harcourts,29/07/2017,14.7,3152.0,5.0,3.0,2.0,818.0,255.0,1985.0,Knox City Council,-37.87846,145.24212,Eastern Metropolitan,7082.0,5137.254901960784,south_east_southeast_metro
Werribee,18 Conquest Dr,4,h,645000.0,PI,hockingstuart,29/07/2017,14.7,3030.0,4.0,2.0,2.0,555.0,237.0,2002.0,Wyndham City Council,-37.89359,144.66911,Western Metropolitan,16166.0,2721.518987341772,north_west_metro
Werribee,46 Coventry Dr,4,h,482500.0,S,YPA,29/07/2017,14.7,3030.0,4.0,2.0,0.0,533.0,170.0,1980.0,Wyndham City Council,-37.89337,144.64003,Western Metropolitan,16166.0,2838.235294117647,north_west_metro
Werribee,13b Kingfisher Ct,3,u,394000.0,PI,hockingstuart,29/07/2017,14.7,3030.0,3.0,2.0,4.0,287.0,137.0,2013.0,Wyndham City Council,-37.87895,144.6707,Western Metropolitan,16166.0,2875.912408759124,north_west_metro
Westmeadows,43 Bamford Av,4,h,821000.0,S,YPA,29/07/2017,16.5,3049.0,4.0,3.0,2.0,544.0,264.0,1997.0,Hume City Council,-37.67841,144.87924,Northern Metropolitan,2474.0,3109.848484848485,north_west_metro
Westmeadows,4 Pershore Ct,3,h,635000.0,S,Barry,29/07/2017,16.5,3049.0,3.0,2.0,1.0,691.0,177.0,1975.0,Hume City Council,-37.68026,144.88468,Northern Metropolitan,2474.0,3587.5706214689267,north_west_metro
Whittlesea,30 Sherwin St,3,h,601000.0,S,Ray,29/07/2017,35.5,3757.0,3.0,2.0,1.0,972.0,149.0,1996.0,Whittlesea City Council,-37.51232,145.13282,Northern Victoria,2170.0,4033.557046979866,north_east_west_victorias
Williamstown,75 Cecil St,3,h,1050000.0,VB,Williams,29/07/2017,6.8,3016.0,3.0,1.0,0.0,179.0,115.0,1890.0,Hobsons Bay City Council,-37.86558,144.90474,Western Metropolitan,6380.0,9130.434782608696,north_west_metro
Williamstown,2/29 Dover Rd,1,u,385000.0,SP,Williams,29/07/2017,6.8,3016.0,1.0,1.0,1.0,0.0,35.64,1967.0,Hobsons Bay City Council,-37.85588,144.89936,Western Metropolitan,6380.0,10802.469135802468,north_west_metro
Windsor,201/152 Peel St,2,u,560000.0,PI,hockingstuart,29/07/2017,4.6,3181.0,2.0,1.0,1.0,0.0,61.6,2012.0,Port Phillip City Council,-37.85581,144.99025,Southern Metropolitan,4380.0,9090.90909090909,south_east_southeast_metro
Yarraville,54 Pentland Pde,6,h,2450000.0,VB,Village,29/07/2017,6.3,3013.0,6.0,3.0,2.0,1087.0,388.5,1920.0,Maribyrnong City Council,-37.81038,144.89389,Western Metropolitan,6543.0,6306.306306306306,north_west_metro
Aberfeldie,1 Alma St,4,h,1436000.0,S,Brad,3/09/2017,7.5,3040.0,4.0,3.0,3.0,511.0,187.0,1922.0,Moonee Valley City Council,-37.75788,144.90487,Western Metropolitan,1543.0,7679.144385026738,north_west_metro
Altona,86 Grieve Pde,3,h,913000.0,S,Greg,3/09/2017,11.0,3018.0,3.0,2.0,3.0,530.0,148.0,1985.0,Hobsons Bay City Council,-37.8614,144.81931,Western Metropolitan,5301.0,6168.918918918919,north_west_metro
Altona North,95 Marion St,3,h,1070000.0,PI,RT,3/09/2017,9.4,3025.0,3.0,1.0,3.0,693.0,134.0,1950.0,Hobsons Bay City Council,-37.83511,144.84905,Western Metropolitan,5132.0,7985.074626865671,north_west_metro
Ascot Vale,18 Munro St,3,h,1130000.0,S,Jellis,3/09/2017,4.3,3032.0,3.0,1.0,1.0,,110.0,1910.0,Moonee Valley City Council,-37.77557,144.9142,Western Metropolitan,6567.0,10272.727272727272,north_west_metro
Ascot Vale,132 The Parade,3,h,985000.0,S,Brad,3/09/2017,4.3,3032.0,3.0,1.0,,245.0,91.0,1945.0,Moonee Valley City Council,-37.77215,144.91144,Western Metropolitan,6567.0,10824.175824175823,north_west_metro
Balaclava,16/109 Hotham St,2,u,600000.0,VB,Buxton,3/09/2017,6.4,3183.0,2.0,1.0,1.0,2283.0,85.0,1980.0,Port Phillip City Council,-37.87078,144.99898,Southern Metropolitan,2952.0,7058.823529411765,south_east_southeast_metro
Balwyn,2/30 Weir St,2,h,870000.0,S,Jellis,3/09/2017,7.9,3103.0,2.0,1.0,1.0,,90.0,1950.0,Boroondara City Council,-37.81524,145.0843,Southern Metropolitan,5682.0,9666.666666666666,south_east_southeast_metro
Bayswater,3 Grieve St,3,h,824000.0,S,One,3/09/2017,23.2,3153.0,3.0,1.0,2.0,725.0,112.0,1980.0,Knox City Council,-37.85063,145.25802,Eastern Metropolitan,5030.0,7357.142857142857,south_east_southeast_metro
Bentleigh,104 Brewer Rd,4,h,2310000.0,S,Jellis,3/09/2017,11.4,3204.0,4.0,3.0,4.0,,234.0,1940.0,Glen Eira City Council,-37.92205,145.03512,Southern Metropolitan,6795.0,9871.794871794871,south_east_southeast_metro
Bentleigh East,26A Bonny St,4,t,1330000.0,S,Ray,3/09/2017,13.8,3165.0,4.0,3.0,2.0,,213.0,2014.0,Glen Eira City Council,-37.93194,145.06062,Southern Metropolitan,10969.0,6244.131455399061,south_east_southeast_metro
Bentleigh East,4 Normdale Rd,3,h,1140000.0,S,Buxton,3/09/2017,13.8,3165.0,3.0,1.0,2.0,,121.0,1960.0,Glen Eira City Council,-37.93067,145.06696,Southern Metropolitan,10969.0,9421.487603305784,south_east_southeast_metro
Bentleigh East,45 Tambet St,3,h,1470000.0,SP,Buxton,3/09/2017,13.8,3165.0,3.0,2.0,2.0,616.0,154.0,1960.0,Glen Eira City Council,-37.91506,145.07121,Southern Metropolitan,10969.0,9545.454545454546,south_east_southeast_metro
Berwick,7 Inkerman St,4,h,827000.0,S,Harcourts,3/09/2017,35.2,3806.0,4.0,2.0,2.0,,270.0,2007.0,Casey City Council,-38.07113,145.34581,Eastern Victoria,17093.0,3062.962962962963,north_east_west_victorias
Berwick,4 Rheanva St,5,h,940000.0,VB,Kaye,3/09/2017,35.2,3806.0,5.0,4.0,2.0,,216.0,1984.0,Casey City Council,-38.0294,145.3431,Eastern Victoria,17093.0,4351.851851851852,north_east_west_victorias
Berwick,18 Viewgrand Dr,4,h,975000.0,SP,Harcourts,3/09/2017,35.2,3806.0,4.0,3.0,2.0,675.0,332.0,2005.0,Casey City Council,-38.06508,145.35417,Eastern Victoria,17093.0,2936.746987951807,north_east_west_victorias
Black Rock,20 Iona St,4,h,1950000.0,PI,hockingstuart,3/09/2017,17.3,3193.0,4.0,3.0,2.0,665.0,206.0,1950.0,Bayside City Council,-37.97359,145.01884,Southern Metropolitan,2866.0,9466.019417475729,south_east_southeast_metro
Blackburn,23 Naughton Gr,5,h,1350000.0,SP,Ray,3/09/2017,13.4,3130.0,5.0,2.0,4.0,,259.0,1950.0,Whitehorse City Council,-37.82893,145.15723,Eastern Metropolitan,5713.0,5212.355212355213,south_east_southeast_metro
Blackburn North,15 Merle St,4,h,1375000.0,S,Jellis,3/09/2017,13.4,3130.0,4.0,1.0,3.0,757.0,150.0,1968.0,Whitehorse City Council,-37.80815,145.15441,Eastern Metropolitan,2867.0,9166.666666666666,south_east_southeast_metro
Brighton East,9 Berkeley Gr,4,h,2515000.0,S,Marshall,3/09/2017,10.3,3187.0,4.0,2.0,2.0,583.0,323.0,1925.0,Bayside City Council,-37.90953,145.0155,Southern Metropolitan,6938.0,7786.377708978328,south_east_southeast_metro
Brighton East,1/9 Binnie St,2,u,817500.0,S,Buxton,3/09/2017,10.3,3187.0,2.0,1.0,1.0,111.0,95.0,,Bayside City Council,-37.92416,145.00658,Southern Metropolitan,6938.0,8605.263157894737,south_east_southeast_metro
Brunswick,39 Wilkinson St,2,h,800000.0,VB,hockingstuart,3/09/2017,5.2,3056.0,2.0,1.0,0.0,140.0,90.0,1890.0,Moreland City Council,-37.76806,144.9598,Northern Metropolitan,11918.0,8888.888888888889,north_west_metro
Brunswick East,18 Ethel St,2,h,1023000.0,S,Domain,3/09/2017,4.0,3057.0,2.0,1.0,,154.0,76.0,1890.0,Moreland City Council,-37.77221,144.97537,Northern Metropolitan,5533.0,13460.526315789473,north_west_metro
Bulleen,3/9 Amberley Ct,3,u,820000.0,PI,Parkes,3/09/2017,10.8,3105.0,3.0,2.0,2.0,,122.0,2008.0,Manningham City Council,-37.78045,145.10038,Eastern Metropolitan,4480.0,6721.311475409836,south_east_southeast_metro
Bundoora,30 Glenn Cr,3,h,680000.0,S,Ray,3/09/2017,12.1,3083.0,3.0,1.0,2.0,532.0,106.0,1977.0,Banyule City Council,-37.69669,145.04515,Northern Metropolitan,10175.0,6415.094339622641,north_west_metro
Bundoora,280 Greenhills Rd,3,h,670000.0,S,Barry,3/09/2017,12.1,3083.0,3.0,1.0,2.0,,113.0,1960.0,Banyule City Council,-37.69282,145.04387,Northern Metropolitan,10175.0,5929.203539823009,north_west_metro
Bundoora,1188 Plenty Rd,3,h,715000.0,SP,Stockdale,3/09/2017,12.1,3083.0,3.0,1.0,1.0,541.0,120.0,1960.0,Banyule City Council,-37.70603,145.05423,Northern Metropolitan,10175.0,5958.333333333333,north_west_metro
Burnside Heights,15 Cunningham Ch,4,h,580000.0,SP,HAR,3/09/2017,14.8,3023.0,4.0,2.0,2.0,,162.0,2010.0,Melton City Council,-37.73438,144.76265,Western Metropolitan,1686.0,3580.246913580247,north_west_metro
Camberwell,1/10 Lesley St,4,t,1850000.0,VB,Jellis,3/09/2017,7.7,3124.0,4.0,2.0,2.0,,260.0,2010.0,Boroondara City Council,-37.84612,145.09485,Southern Metropolitan,8920.0,7115.384615384615,south_east_southeast_metro
Camberwell,3/25 Thomas St,2,u,692500.0,S,Noel,3/09/2017,7.7,3124.0,2.0,1.0,1.0,145.0,72.0,1970.0,Boroondara City Council,-37.84197,145.09374,Southern Metropolitan,8920.0,9618.055555555555,south_east_southeast_metro
Carlton North,521 Canning St,2,h,1520000.0,PI,Woodards,3/09/2017,3.5,3054.0,2.0,1.0,1.0,193.0,106.0,1900.0,Melbourne City Council,-37.78406,144.97494,Northern Metropolitan,3106.0,14339.622641509433,north_west_metro
Carnegie,2/3 Milton St,3,h,1333000.0,S,Gary,3/09/2017,10.1,3163.0,3.0,2.0,2.0,,128.0,2014.0,Glen Eira City Council,-37.88626,145.0499,Southern Metropolitan,7822.0,10414.0625,south_east_southeast_metro
Caulfield East,24 Clifton St,4,h,1609000.0,S,Gary,3/09/2017,8.4,3145.0,4.0,2.0,2.0,664.0,155.0,1900.0,Glen Eira City Council,-37.88376,145.04476,Southern Metropolitan,608.0,10380.645161290322,south_east_southeast_metro
Caulfield East,14 Lloyds Av,4,t,985000.0,S,Besser,3/09/2017,8.4,3145.0,4.0,2.0,2.0,,169.0,2000.0,Glen Eira City Council,-37.88605,145.04469,Southern Metropolitan,608.0,5828.402366863906,south_east_southeast_metro
Cheltenham,4 Warren Rd,3,h,1295000.0,S,O'Brien,3/09/2017,17.9,3192.0,3.0,2.0,2.0,657.0,195.0,1958.0,Bayside City Council,-37.95499,145.06775,Southern Metropolitan,9758.0,6641.025641025641,south_east_southeast_metro
Clayton,68 Margaret St,3,h,1238888.0,SP,Ray,3/09/2017,16.7,3168.0,3.0,1.0,1.0,,128.0,1955.0,Monash City Council,-37.91739,145.11773,South-Eastern Metropolitan,5837.0,9678.8125,south_east_southeast_metro
Clayton South,2/21 Oakes Av,2,u,575000.0,SP,Buxton,3/09/2017,17.5,3169.0,2.0,1.0,2.0,914.0,89.0,1970.0,Kingston City Council,-37.93524,145.1306,South-Eastern Metropolitan,4734.0,6460.6741573033705,south_east_southeast_metro
Clifton Hill,34 Fenwick St,3,h,1436000.0,S,Jellis,3/09/2017,3.6,3068.0,3.0,2.0,,123.0,128.0,1990.0,Yarra City Council,-37.78888,145.00036,Northern Metropolitan,2954.0,11218.75,north_west_metro
Coburg,16 Industry La,2,t,685000.0,SP,Brad,3/09/2017,6.7,3058.0,2.0,2.0,1.0,,97.0,2008.0,Darebin City Council,-37.73673,144.97013,Northern Metropolitan,11204.0,7061.855670103093,north_west_metro
Coburg,2/25 Liverpool St,2,h,550000.0,VB,Jellis,3/09/2017,6.7,3058.0,2.0,1.0,1.0,,86.0,1960.0,Darebin City Council,-37.74547,144.95223,Northern Metropolitan,11204.0,6395.3488372093025,north_west_metro
Coburg,87 Phillips St,3,h,1210000.0,S,McDonald,3/09/2017,6.7,3058.0,3.0,1.0,4.0,460.0,141.0,1920.0,Darebin City Council,-37.74513,144.95458,Northern Metropolitan,11204.0,8581.560283687943,north_west_metro
Coburg,60 Woiwurung Cr,2,t,631000.0,S,Brad,3/09/2017,6.7,3058.0,2.0,2.0,1.0,1965.0,103.0,2000.0,Darebin City Council,-37.73615,144.97455,Northern Metropolitan,11204.0,6126.21359223301,north_west_metro
Coolaroo,3 Thorpdale Av,3,h,457000.0,S,YPA,3/09/2017,17.4,3048.0,3.0,1.0,2.0,551.0,118.0,1975.0,Hume City Council,-37.65532,144.93393,Northern Metropolitan,1124.0,3872.8813559322034,north_west_metro
Craigieburn,29 Abercarn Av,4,h,560000.0,VB,YPA,3/09/2017,20.6,3064.0,4.0,2.0,1.0,,195.0,1985.0,Hume City Council,-37.61099,144.93901,Northern Metropolitan,15510.0,2871.7948717948716,north_west_metro
Craigieburn,17 Pinnacle Dr,3,h,497500.0,S,Ray,3/09/2017,20.6,3064.0,3.0,2.0,2.0,,154.0,2010.0,Hume City Council,-37.57095,144.92584,Northern Metropolitan,15510.0,3230.5194805194806,north_west_metro
Croydon,1/29 Haig St,3,u,640000.0,SP,McGrath,3/09/2017,23.0,3136.0,3.0,1.0,2.0,,203.0,1930.0,Maroondah City Council,-37.79348,145.2872,Eastern Metropolitan,11925.0,3152.7093596059112,south_east_southeast_metro
Croydon,34 Ruskin Av,4,h,730000.0,VB,Fletchers,3/09/2017,23.0,3136.0,4.0,2.0,2.0,655.0,184.0,1965.0,Maroondah City Council,-37.79725,145.29651,Eastern Metropolitan,11925.0,3967.391304347826,south_east_southeast_metro
Croydon Hills,4 Merrill Cr,3,h,790000.0,S,Hoskins,3/09/2017,23.0,3136.0,3.0,2.0,2.0,659.0,131.0,1987.0,Maroondah City Council,-37.77473,145.26256,Eastern Metropolitan,1705.0,6030.534351145038,south_east_southeast_metro
Croydon Hills,49 Waterview Ct,4,h,1000000.0,SP,buyMyplace,3/09/2017,23.0,3136.0,4.0,3.0,4.0,,246.0,1988.0,Maroondah City Council,-37.76824,145.26384,Eastern Metropolitan,1705.0,4065.040650406504,south_east_southeast_metro
Croydon North,4 Selby Ct,3,h,857000.0,S,Philip,3/09/2017,23.0,3136.0,3.0,2.0,1.0,1007.0,250.0,1980.0,Maroondah City Council,-37.76653,145.29163,Eastern Metropolitan,2985.0,3428.0,south_east_southeast_metro
Dallas,8 Echuca St,3,h,477000.0,S,YPA,3/09/2017,14.0,3047.0,3.0,1.0,1.0,627.0,97.0,1960.0,Hume City Council,-37.66781,144.93809,Northern Metropolitan,2246.0,4917.525773195876,north_west_metro
Dandenong,19 Ross St,3,h,510000.0,S,McLennan,3/09/2017,24.7,3175.0,3.0,2.0,1.0,673.0,125.0,1995.0,Greater Dandenong City Council,-37.98096,145.22621,South-Eastern Metropolitan,10894.0,4080.0,south_east_southeast_metro
Dandenong North,86 McFees Rd,3,h,585000.0,S,YPA,3/09/2017,24.7,3175.0,3.0,1.0,,,90.0,1960.0,Greater Dandenong City Council,-37.96415,145.21441,South-Eastern Metropolitan,8322.0,6500.0,south_east_southeast_metro
Derrimut,3 Berkeley Cr,4,h,850000.0,S,Stockdale,3/09/2017,14.7,3030.0,4.0,2.0,4.0,,313.0,2010.0,Brimbank City Council,-37.79358,144.76327,Western Metropolitan,2276.0,2715.654952076677,north_west_metro
Diamond Creek,17 Wentworth Cl,4,h,950000.0,SP,Barry,3/09/2017,21.8,3089.0,4.0,2.0,2.0,879.0,235.0,1995.0,Nillumbik Shire Council,-37.68001,145.16,Northern Victoria,4258.0,4042.553191489362,north_east_west_victorias
Doncaster,7 Ambrose St,4,h,1375000.0,S,Barry,3/09/2017,12.4,3108.0,4.0,2.0,3.0,652.0,218.0,1970.0,Manningham City Council,-37.78145,145.13598,Eastern Metropolitan,9028.0,6307.339449541284,south_east_southeast_metro
Doncaster,60 High St,4,h,1275000.0,VB,Jellis,3/09/2017,12.4,3108.0,4.0,2.0,2.0,,248.0,1975.0,Manningham City Council,-37.7832,145.10931,Eastern Metropolitan,9028.0,5141.129032258064,south_east_southeast_metro
Doncaster East,1/13 Baratta St,3,h,1050000.0,PI,Barry,3/09/2017,14.3,3109.0,3.0,2.0,2.0,,136.0,2007.0,Manningham City Council,-37.79694,145.15304,Eastern Metropolitan,10999.0,7720.588235294118,south_east_southeast_metro
Doncaster East,50A Cassowary St,4,t,1175000.0,S,Barry,3/09/2017,14.3,3109.0,4.0,2.0,2.0,723.0,235.0,2009.0,Manningham City Council,-37.79545,145.15372,Eastern Metropolitan,10999.0,5000.0,south_east_southeast_metro
Doncaster East,58 Devon Dr,3,h,937000.0,S,Barry,3/09/2017,14.3,3109.0,3.0,1.0,2.0,,112.0,1960.0,Manningham City Council,-37.79542,145.15579,Eastern Metropolitan,10999.0,8366.07142857143,south_east_southeast_metro
Doncaster East,28 Highfield Rd,3,h,1381000.0,S,Ray,3/09/2017,14.3,3109.0,3.0,2.0,1.0,646.0,170.0,1975.0,Manningham City Council,-37.78758,145.16792,Eastern Metropolitan,10999.0,8123.529411764706,south_east_southeast_metro
Doncaster East,34 Roger St,3,h,1701000.0,S,Barry,3/09/2017,14.3,3109.0,3.0,1.0,2.0,,132.0,1970.0,Manningham City Council,-37.79324,145.15695,Eastern Metropolitan,10999.0,12886.363636363636,south_east_southeast_metro
Doveton,3 Cedar St,3,h,500500.0,S,Boutique,3/09/2017,28.8,3177.0,3.0,1.0,2.0,,87.0,1950.0,Casey City Council,-37.99177,145.23669,South-Eastern Metropolitan,3533.0,5752.873563218391,south_east_southeast_metro
Endeavour Hills,68 Scotsburn Wy,3,h,613000.0,S,Fletchers,3/09/2017,28.5,3802.0,3.0,1.0,2.0,,97.0,1975.0,Casey City Council,-37.97058,145.26699,South-Eastern Metropolitan,8443.0,6319.587628865979,south_east_southeast_metro
Epping,5 Thredbo Ct,3,h,582000.0,S,Ray,3/09/2017,19.6,3076.0,3.0,1.0,2.0,,110.0,1980.0,Whittlesea City Council,-37.6494,145.04147,Northern Metropolitan,10926.0,5290.909090909091,north_west_metro
Essendon,19 Alfred Rd,4,h,1620000.0,PI,Nelson,3/09/2017,7.5,3040.0,4.0,1.0,1.0,,167.0,1970.0,Moonee Valley City Council,-37.74422,144.92408,Western Metropolitan,9264.0,9700.59880239521,north_west_metro
Essendon,3/1 Cameron Rd,4,t,1185000.0,S,Barry,3/09/2017,7.5,3040.0,4.0,3.0,1.0,205.0,168.0,2010.0,Moonee Valley City Council,-37.74588,144.927,Western Metropolitan,9264.0,7053.571428571428,north_west_metro
Essendon,24 Fletcher St,4,h,2100000.0,VB,Nelson,3/09/2017,7.5,3040.0,4.0,2.0,3.0,920.0,256.0,1990.0,Moonee Valley City Council,-37.7554,144.92351,Western Metropolitan,9264.0,8203.125,north_west_metro
Essendon North,32A Birdwood St,3,h,1260000.0,S,Nelson,3/09/2017,8.2,3041.0,3.0,2.0,2.0,,215.0,2013.0,Moonee Valley City Council,-37.73618,144.89709,Western Metropolitan,1308.0,5860.46511627907,north_west_metro
Essendon North,89a Kerferd St,3,u,801000.0,S,Nelson,3/09/2017,8.2,3041.0,3.0,2.0,1.0,256.0,125.0,2000.0,Moonee Valley City Council,-37.73594,144.89929,Western Metropolitan,1308.0,6408.0,north_west_metro
Fairfield,103 Arthur St,3,h,1492000.0,S,Nelson,3/09/2017,5.7,3078.0,3.0,2.0,1.0,292.0,117.0,1930.0,Darebin City Council,-37.77788,145.01964,Northern Metropolitan,2970.0,12752.136752136752,north_west_metro
Fairfield,8/88 Rathmines St,2,u,746500.0,S,Nelson,3/09/2017,5.7,3078.0,2.0,1.0,2.0,,73.0,2012.0,Darebin City Council,-37.77703,145.01593,Northern Metropolitan,2970.0,10226.027397260274,north_west_metro
Fawkner,5A Edward St,2,t,515000.0,SP,Alexkarbon,3/09/2017,13.1,3060.0,2.0,1.0,2.0,177.0,84.0,2013.0,Hume City Council,-37.70982,144.96397,Northern Metropolitan,5070.0,6130.952380952381,north_west_metro
Ferntree Gully,2 Kya Cl,3,h,760000.0,S,Barry,3/09/2017,24.8,3156.0,3.0,1.0,2.0,944.0,104.0,1981.0,Knox City Council,-37.87558,145.27197,Eastern Metropolitan,10788.0,7307.692307692308,south_east_southeast_metro
Fitzroy,130 Gore St,3,h,2300000.0,S,Jellis,3/09/2017,2.1,3065.0,3.0,2.0,1.0,203.0,163.0,1890.0,Yarra City Council,-37.80475,144.98228,Northern Metropolitan,5825.0,14110.42944785276,north_west_metro
Fitzroy,101/150 Kerr St,2,u,630000.0,S,Purplebricks,3/09/2017,2.1,3065.0,2.0,1.0,1.0,,63.0,2011.0,Yarra City Council,-37.79708,144.98042,Northern Metropolitan,5825.0,10000.0,north_west_metro
Flemington,43 Waltham St,3,h,1500000.0,VB,Nelson,3/09/2017,3.4,3031.0,3.0,1.0,2.0,241.0,119.0,,Melbourne City Council,-37.78365,144.93015,Northern Metropolitan,3593.0,12605.042016806723,north_west_metro
Footscray,703/250 Barkly St,2,u,410000.0,SP,Jas,3/09/2017,5.1,3011.0,2.0,1.0,1.0,,95.0,2007.0,Maribyrnong City Council,-37.79919,144.89607,Western Metropolitan,7570.0,4315.789473684211,north_west_metro
Footscray,69 Creswick St,2,h,978000.0,SP,Jas,3/09/2017,5.1,3011.0,2.0,1.0,1.0,,111.0,1900.0,Maribyrnong City Council,-37.79617,144.89116,Western Metropolitan,7570.0,8810.81081081081,north_west_metro
Footscray,9/155 Gordon St,3,u,460000.0,SA,Hodges,3/09/2017,5.1,3011.0,3.0,1.0,1.0,,80.0,2010.0,Maribyrnong City Council,-37.79643,144.88878,Western Metropolitan,7570.0,5750.0,north_west_metro
Forest Hill,11 Heathcote Dr,2,u,730000.0,SP,Noel,3/09/2017,15.4,3131.0,2.0,1.0,1.0,296.0,296.0,1998.0,Whitehorse City Council,-37.83633,145.16873,Eastern Metropolitan,4385.0,2466.2162162162163,south_east_southeast_metro
Frankston,19 Birdwood St,3,h,770000.0,S,hockingstuart,3/09/2017,38.0,3199.0,3.0,1.0,1.0,,147.0,1940.0,Frankston City Council,-38.14784,145.13143,South-Eastern Metropolitan,17055.0,5238.0952380952385,south_east_southeast_metro
Frankston,4 Eton Ct,4,h,695000.0,S,Ray,3/09/2017,38.0,3199.0,4.0,1.0,3.0,713.0,109.0,1950.0,Frankston City Council,-38.15675,145.12707,South-Eastern Metropolitan,17055.0,6376.146788990825,south_east_southeast_metro
Frankston,3/28 Lewis St,2,u,335250.0,SP,O'Brien,3/09/2017,38.0,3199.0,2.0,1.0,1.0,,75.0,1972.0,Frankston City Council,-38.1393,145.12976,South-Eastern Metropolitan,17055.0,4470.0,south_east_southeast_metro
Frankston South,3 Diosma Ct,3,h,1155000.0,S,hockingstuart,3/09/2017,38.0,3199.0,3.0,2.0,2.0,2405.0,242.0,1980.0,Frankston City Council,-38.16457,145.12421,South-Eastern Metropolitan,7566.0,4772.727272727273,south_east_southeast_metro
Frankston South,30 Grange Rd,4,h,1905000.0,S,Eview,3/09/2017,38.0,3199.0,4.0,2.0,2.0,1471.0,180.0,1960.0,Frankston City Council,-38.15984,145.10884,South-Eastern Metropolitan,7566.0,10583.333333333334,south_east_southeast_metro
Gladstone Park,22 Koonalda Rd,3,h,650000.0,VB,Barry,3/09/2017,12.9,3043.0,3.0,1.0,3.0,529.0,117.0,,Hume City Council,-37.69485,144.89092,Western Metropolitan,3285.0,5555.555555555556,north_west_metro
Gladstone Park,14 Snaefell Cr,4,h,670000.0,VB,Barry,3/09/2017,12.9,3043.0,4.0,2.0,3.0,213.0,156.0,1970.0,Hume City Council,-37.68247,144.88446,Western Metropolitan,3285.0,4294.871794871795,north_west_metro
Glen Iris,25A Beryl St,3,h,1300000.0,VB,Marshall,3/09/2017,7.3,3146.0,3.0,2.0,2.0,400.0,170.0,1900.0,Boroondara City Council,-37.85223,145.08676,Southern Metropolitan,10412.0,7647.058823529412,south_east_southeast_metro
Glen Iris,1/21 Somerset Rd,4,h,1622500.0,SP,Marshall,3/09/2017,7.3,3146.0,4.0,2.0,2.0,,269.0,,Boroondara City Council,-37.85016,145.07544,Southern Metropolitan,10412.0,6031.598513011152,south_east_southeast_metro
Glenroy,19 Cromwell St,4,h,835000.0,S,Barry,3/09/2017,11.2,3046.0,4.0,1.0,3.0,649.0,122.0,1960.0,Moreland City Council,-37.7022,144.92241,Northern Metropolitan,8870.0,6844.262295081967,north_west_metro
Glenroy,129 Glenroy Rd,3,h,830000.0,S,Nelson,3/09/2017,11.2,3046.0,3.0,1.0,2.0,655.0,110.0,1960.0,Moreland City Council,-37.70608,144.92541,Northern Metropolitan,8870.0,7545.454545454545,north_west_metro
Glenroy,133 Morell St,3,h,780000.0,SP,Stockdale,3/09/2017,11.2,3046.0,3.0,1.0,3.0,618.0,116.0,1960.0,Moreland City Council,-37.69836,144.93891,Northern Metropolitan,8870.0,6724.137931034483,north_west_metro
Greensborough,1/16 Willis St,3,h,895000.0,S,Darren,3/09/2017,16.1,3088.0,3.0,2.0,1.0,,145.0,1940.0,Banyule City Council,-37.69809,145.11523,Northern Metropolitan,8524.0,6172.413793103448,north_west_metro
Greenvale,35 Hermitage Dr,4,h,797000.0,S,Barry,3/09/2017,20.4,3059.0,4.0,2.0,2.0,1057.0,195.0,1995.0,Hume City Council,-37.65467,144.9035,Northern Metropolitan,4864.0,4087.1794871794873,north_west_metro
